Crop,Land_Area_ha,Soil_Fertility,Growth_Stage,Region,Urea_kg
Mustard,0.65,Medium,Initial,East,17.66
Maize,5.31,Low,Late,South,137.77
Rice,0.45,Medium,Mid,South,27.8
Maize,0.76,Medium,Mid,West,40.15
Pulses,0.56,Low,Mid,North,15.13
Pulses,0.92,Medium,Mid,North,17.38
Rice,0.57,High,Initial,South,20.49
Cotton,0.84,Medium,Initial,West,29.61
Rice,0.6,Low,Initial,East,35.4
Sugarcane,2.09,Medium,Mid,East,209.43
Pulses,1.06,Low,Late,North,9.25
Wheat,0.5,High,Initial,South,19.56
Wheat,1.8,Low,Initial,West,84.4
Cotton,0.51,Medium,Late,West,11.3
Sugarcane,0.33,Medium,Initial,East,20.9
Maize,1.0,High,Initial,East,43.31
Sugarcane,3.8,Low,Late,Central,165.9
Wheat,0.28,Medium,Mid,Central,16.46
Wheat,0.39,Medium,Mid,South,24.39
Pulses,1.69,Medium,Mid,Central,28.36
Sugarcane,0.64,Medium,Mid,West,54.97
Sugarcane,1.53,Medium,Initial,Central,94.8
Wheat,0.56,High,Mid,North,25.93
Maize,1.1,Low,Mid,North,63.39
Cotton,3.39,Low,Late,East,75.7
Mustard,0.43,High,Late,East,5.54
Cotton,2.05,Low,Mid,South,88.08
Sugarcane,1.61,High,Mid,North,112.18
Cotton,0.35,Medium,Initial,South,8.34
Wheat,1.48,Medium,Initial,South,66.89
Wheat,1.05,Low,Mid,Central,77.18
Sugarcane,1.07,Low,Mid,East,103.2
Sugarcane,1.27,Medium,Mid,South,84.33
Mustard,0.78,High,Mid,South,22.06
Mustard,1.05,High,Late,East,11.77
Pulses,1.18,Low,Mid,East,25.46
Sugarcane,1.69,Low,Mid,North,167.8
Maize,0.34,Low,Initial,East,16.35
Cotton,2.47,High,Mid,Central,95.11
Sugarcane,0.45,Medium,Late,North,16.27
Rice,1.7,Low,Initial,South,95.75
Pulses,1.06,Low,Mid,Central,23.73
Rice,0.41,Medium,Late,Central,11.45
Wheat,1.45,High,Mid,North,61.86
Mustard,0.52,Medium,Mid,South,16.65
Cotton,2.11,Low,Initial,North,67.91
Sugarcane,0.61,Medium,Mid,West,47.38
Rice,0.35,Medium,Mid,West,18.5
Cotton,2.93,Low,Initial,North,100.12
Wheat,1.14,Low,Mid,South,65.55
Mustard,1.83,Medium,Initial,South,39.72
Maize,0.55,Low,Mid,East,35.51
Pulses,0.27,Low,Late,Central,2.72
Cotton,3.23,Medium,Mid,North,148.03
Cotton,1.0,High,Mid,Central,33.96
Maize,1.41,Medium,Mid,Central,67.46
Cotton,1.58,Medium,Initial,West,52.27
Wheat,0.79,Medium,Late,West,18.65
Wheat,1.17,Medium,Initial,North,49.81
Maize,3.05,Low,Initial,North,100.75
Pulses,0.98,High,Mid,South,15.77
Sugarcane,1.93,Low,Mid,North,191.37
Rice,0.25,Medium,Mid,South,15.31
Sugarcane,2.2,High,Initial,South,124.65
Cotton,0.34,Medium,Late,North,6.58
Rice,2.03,High,Mid,South,98.97
Maize,1.31,Medium,Initial,Central,49.99
Maize,0.94,High,Mid,South,34.67
Pulses,0.93,High,Initial,Central,12.85
Rice,0.84,High,Mid,Central,49.74
Wheat,0.56,High,Mid,Central,23.98
Rice,0.87,High,Mid,East,50.21
Cotton,4.69,Medium,Initial,East,154.92
Wheat,2.49,Medium,Initial,South,95.39
Mustard,0.54,Low,Initial,North,15.5
Mustard,1.21,Medium,Initial,South,31.44
Mustard,1.07,High,Initial,East,24.85
Maize,0.91,Medium,Initial,West,41.69
Rice,0.5,High,Initial,West,20.21
Mustard,1.37,High,Mid,South,35.0
Sugarcane,1.81,Low,Mid,East,181.45
Pulses,0.56,Low,Initial,Central,8.9
Sugarcane,3.93,Medium,Mid,East,305.78
Mustard,2.9,Low,Initial,South,72.71
Pulses,1.47,Medium,Mid,East,17.71
Cotton,0.42,High,Mid,West,15.14
Sugarcane,1.32,High,Initial,Central,59.9
Rice,1.22,Medium,Initial,South,53.35
Rice,1.43,Low,Initial,South,81.4
Sugarcane,3.04,Medium,Mid,North,238.67
Mustard,0.88,Medium,Late,Central,15.19
Rice,4.19,Medium,Initial,South,170.97
Cotton,1.33,Low,Mid,East,77.28
Wheat,0.82,Medium,Initial,East,39.78
Mustard,5.36,Medium,Initial,East,146.21
Cotton,1.79,High,Initial,East,55.85
Pulses,0.73,Low,Late,South,6.82
Cotton,1.06,Low,Mid,West,39.76
Mustard,1.56,Low,Late,Central,26.67
Pulses,0.9,Medium,Mid,East,14.07
Mustard,1.1,Medium,Initial,South,24.98
Rice,0.56,Medium,Mid,South,34.57
Wheat,0.31,Medium,Late,East,6.84
Mustard,1.08,Medium,Late,North,16.51
Mustard,1.1,Medium,Mid,South,33.32
Rice,1.45,Medium,Initial,Central,74.51
Maize,0.67,Low,Initial,Central,29.85
Rice,0.39,Medium,Initial,North,19.41
Pulses,0.51,High,Mid,South,6.95
Rice,2.09,High,Late,North,43.98
Rice,0.63,Medium,Mid,South,38.12
Wheat,0.73,Low,Late,South,17.93
Rice,0.8,Low,Initial,North,51.59
Mustard,0.65,High,Mid,West,14.52
Wheat,0.62,Low,Late,East,21.38
Sugarcane,0.54,Low,Mid,East,53.2
Maize,2.67,Low,Mid,East,155.85
Wheat,1.61,Medium,Mid,North,82.23
Pulses,2.4,Low,Mid,South,51.78
Sugarcane,2.76,Medium,Late,South,95.32
Wheat,0.2,Medium,Mid,Central,11.24
Wheat,1.27,High,Initial,South,48.24
Maize,0.66,Low,Mid,West,39.08
Mustard,2.19,Medium,Initial,East,61.38
Pulses,0.6,Medium,Mid,West,10.95
Cotton,0.48,Medium,Initial,East,13.9
Cotton,0.37,Medium,Late,North,5.22
Wheat,0.81,High,Late,West,16.35
Rice,1.9,Low,Initial,South,107.14
Pulses,1.2,High,Initial,East,17.32
Sugarcane,0.43,Medium,Mid,Central,34.84
Rice,4.51,Low,Mid,West,329.0
Rice,1.58,High,Initial,North,70.73
Pulses,1.72,Medium,Initial,Central,25.62
Mustard,2.46,Low,Mid,North,96.57
Wheat,0.32,Low,Mid,East,18.45
Wheat,0.53,Low,Initial,West,22.34
Wheat,1.78,Medium,Mid,North,93.38
Wheat,0.57,Low,Late,Central,12.37
Cotton,0.82,Low,Initial,Central,30.06
Wheat,0.95,Low,Mid,South,53.83
Cotton,0.41,Medium,Initial,North,13.3
Cotton,0.78,High,Initial,West,19.64
Mustard,1.9,High,Initial,West,34.42
Wheat,1.67,Low,Mid,South,114.7
Maize,2.18,High,Late,Central,41.5
Sugarcane,2.03,Medium,Mid,North,178.42
Rice,1.33,High,Initial,Central,56.91
Cotton,1.26,Medium,Initial,North,41.43
Pulses,1.19,Medium,Mid,North,18.57
Pulses,0.64,High,Initial,North,8.65
Sugarcane,0.49,Low,Initial,Central,38.71
Pulses,0.62,Medium,Mid,Central,11.2
Maize,0.8,High,Late,Central,15.47
Pulses,0.63,High,Initial,East,8.44
Rice,1.34,High,Mid,Central,69.57
Rice,1.15,Medium,Initial,South,46.55
Cotton,1.24,Low,Mid,East,56.91
Wheat,1.28,Low,Mid,North,80.63
Mustard,2.31,Medium,Late,West,31.26
Maize,0.99,Medium,Mid,East,56.8
Cotton,2.03,Low,Mid,East,86.99
Maize,1.44,Low,Initial,North,58.27
Wheat,2.21,Medium,Initial,Central,83.64
Pulses,3.1,High,Mid,Central,49.9
Pulses,1.5,High,Late,East,8.8
Mustard,1.08,High,Mid,Central,31.24
Wheat,1.07,High,Mid,East,45.44
Cotton,0.72,Medium,Initial,West,20.29
Mustard,0.7,High,Mid,West,21.49
Wheat,1.88,Medium,Initial,North,88.71
Sugarcane,0.51,High,Initial,South,27.05
Rice,3.1,High,Mid,South,141.21
Mustard,0.9,High,Mid,Central,29.22
Mustard,7.41,Medium,Mid,South,224.4
Cotton,0.62,Low,Mid,West,28.5
Maize,1.19,Low,Mid,North,74.01
Sugarcane,0.78,Low,Initial,West,44.15
Cotton,0.57,Low,Mid,East,25.52
Wheat,2.11,Low,Initial,Central,102.02
Wheat,0.46,Medium,Initial,Central,19.82
Wheat,0.62,Medium,Initial,South,22.3
Wheat,1.51,Medium,Initial,East,66.69
Maize,1.68,Low,Mid,South,94.29
Sugarcane,0.38,Medium,Late,South,15.54
Pulses,1.5,Medium,Initial,South,22.68
Rice,1.09,Medium,Initial,East,53.23
Maize,0.53,High,Initial,South,16.54
Maize,0.58,Low,Mid,Central,36.46
Pulses,0.24,Low,Mid,South,5.03
Pulses,3.33,Medium,Mid,East,52.72
Rice,2.04,Low,Mid,East,181.93
Rice,0.41,Medium,Mid,West,22.33
Pulses,1.75,Medium,Late,South,17.11
Wheat,0.67,Medium,Initial,East,29.89
Maize,1.9,Low,Late,South,44.05
Cotton,0.71,Medium,Initial,North,16.99
Rice,0.78,Medium,Initial,Central,41.36
Rice,0.82,Medium,Mid,Central,43.94
Pulses,0.63,Low,Mid,South,13.26
Sugarcane,2.66,Low,Late,Central,132.89
Cotton,1.88,Low,Initial,Central,60.82
Cotton,1.08,Low,Late,North,24.01
Rice,2.05,High,Initial,Central,79.19
Wheat,0.32,Low,Initial,Central,17.39
Sugarcane,0.42,Medium,Initial,East,27.37
Cotton,1.39,High,Mid,Central,48.38
Rice,1.67,Low,Mid,South,133.16
Cotton,1.22,Medium,Mid,Central,52.85
Mustard,0.27,High,Initial,South,5.02
Sugarcane,0.48,High,Initial,Central,30.31
Sugarcane,1.34,Medium,Initial,South,69.95
Mustard,5.47,High,Mid,Central,151.89
Maize,2.35,High,Mid,South,88.76
Mustard,3.02,Medium,Mid,Central,81.7
Pulses,1.27,High,Late,North,7.65
Pulses,1.26,Medium,Initial,East,17.93
Rice,0.49,Medium,Initial,East,25.09
Sugarcane,1.95,High,Mid,East,151.21
Maize,0.95,High,Mid,East,46.79
Maize,1.62,Medium,Mid,North,82.62
Cotton,1.02,Low,Late,North,20.21
Cotton,1.22,Medium,Mid,Central,54.9
Mustard,0.94,Medium,Initial,North,21.62
Maize,1.17,Medium,Initial,East,38.62
Mustard,2.01,High,Mid,West,57.21
Mustard,0.41,High,Mid,Central,12.62
Cotton,0.35,Medium,Initial,South,9.96
Sugarcane,1.35,Low,Initial,East,119.09
Mustard,2.74,Medium,Mid,East,93.21
Wheat,3.27,Medium,Mid,East,187.95
Sugarcane,0.42,Medium,Initial,North,25.36
Maize,0.75,Medium,Mid,South,40.31
Maize,0.36,Medium,Initial,Central,11.7
Mustard,0.68,Medium,Late,East,9.38
Sugarcane,2.19,Medium,Initial,South,125.56
Cotton,0.99,Medium,Mid,West,33.84
Cotton,0.77,Low,Mid,North,38.94
Pulses,1.46,Medium,Initial,East,21.63
Maize,0.57,Medium,Mid,South,30.04
Rice,3.05,Medium,Initial,South,142.38
Pulses,1.01,Low,Mid,East,23.31
Cotton,0.75,High,Mid,South,25.66
Sugarcane,1.51,Medium,Initial,South,88.71
Cotton,1.93,Medium,Initial,Central,57.48
Sugarcane,3.06,Medium,Mid,North,198.47
Pulses,0.86,Medium,Initial,Central,13.63
Maize,2.14,Medium,Mid,North,117.0
Cotton,1.07,High,Initial,North,37.15
Mustard,0.65,High,Late,Central,7.57
Sugarcane,0.58,High,Mid,East,38.05
Maize,0.46,Medium,Mid,South,18.68
Rice,0.6,Low,Initial,West,35.64
Sugarcane,2.18,Low,Initial,Central,171.45
Pulses,1.64,Medium,Initial,Central,26.79
Rice,0.42,Medium,Initial,East,19.04
Rice,0.29,Medium,Mid,South,19.49
Wheat,0.46,High,Mid,Central,20.17
Cotton,0.58,Medium,Mid,West,25.87
Sugarcane,0.81,Medium,Mid,South,67.64
Rice,2.27,High,Initial,Central,80.73
Wheat,0.68,High,Initial,Central,24.25
Pulses,3.24,Medium,Late,North,20.89
Maize,0.31,High,Mid,North,11.47
Mustard,0.78,High,Mid,Central,18.85
Mustard,1.73,Medium,Initial,East,40.53
Sugarcane,1.81,Low,Mid,North,164.13
Rice,0.79,Low,Initial,Central,45.73
Mustard,2.02,Medium,Late,South,27.98
Cotton,1.77,Medium,Mid,West,69.2
Mustard,0.62,High,Initial,North,13.35
Mustard,1.25,High,Late,Central,13.11
Mustard,1.64,High,Mid,North,44.14
Wheat,0.65,High,Mid,South,33.55
Rice,3.27,High,Initial,East,136.79
Cotton,0.56,Medium,Initial,Central,18.61
Rice,1.11,Low,Initial,South,63.54
Sugarcane,0.42,Medium,Initial,West,27.68
Sugarcane,1.08,Medium,Mid,Central,90.47
Sugarcane,0.47,Medium,Mid,West,40.37
Pulses,0.81,Medium,Mid,East,15.7
Mustard,0.33,High,Late,Central,4.22
Pulses,1.75,Medium,Initial,Central,25.85
Wheat,1.28,High,Late,South,23.07
Sugarcane,2.14,Medium,Late,North,68.05
Cotton,0.78,Medium,Mid,Central,30.93
Rice,2.21,Low,Initial,East,146.84
Mustard,1.03,High,Mid,Central,27.32
Maize,1.08,Low,Initial,Central,49.9
Cotton,4.39,Medium,Mid,Central,144.32
Mustard,0.71,Low,Initial,Central,20.66
Pulses,2.36,Medium,Mid,East,43.73
Pulses,1.4,Medium,Mid,South,18.08
Cotton,0.67,Medium,Initial,North,21.72
Pulses,0.4,Low,Mid,East,7.02
Sugarcane,0.49,Medium,Initial,East,28.92
Wheat,2.21,Medium,Mid,West,127.08
Rice,3.37,Medium,Late,North,95.77
Wheat,1.07,Low,Initial,South,48.2
Mustard,1.11,Medium,Mid,South,32.32
Rice,1.72,Low,Initial,West,90.19
Rice,1.05,Medium,Mid,West,65.36
Wheat,2.16,Medium,Late,East,46.51
Cotton,1.23,Medium,Initial,South,42.12
Rice,1.1,Medium,Late,South,26.71
Wheat,0.61,High,Mid,South,22.81
Rice,0.52,Medium,Initial,East,28.34
Maize,0.2,Low,Late,South,4.74
Cotton,2.37,Medium,Initial,Central,76.01
Sugarcane,0.9,High,Initial,West,49.95
Rice,0.76,Medium,Mid,West,42.85
Maize,0.26,Medium,Mid,West,12.42
Sugarcane,0.64,High,Mid,West,45.43
Sugarcane,0.58,High,Initial,Central,36.69
Mustard,0.57,Medium,Late,North,7.62
Rice,1.26,Low,Mid,South,85.48
Wheat,1.09,High,Late,West,22.77
Rice,0.39,Low,Initial,South,21.74
Maize,0.4,Medium,Mid,South,19.29
Sugarcane,0.4,Medium,Late,Central,16.97
Rice,3.55,High,Mid,South,155.02
Wheat,2.84,Medium,Late,West,56.78
Mustard,0.55,Medium,Initial,South,11.01
Rice,0.25,High,Initial,Central,11.81
Cotton,1.09,Low,Late,West,23.09
Mustard,1.03,Medium,Late,Central,12.61
Wheat,1.25,Medium,Initial,East,52.82
Maize,1.68,High,Initial,North,54.84
Sugarcane,1.37,Low,Mid,South,97.57
Rice,0.46,Low,Late,South,14.72
Wheat,1.23,Low,Mid,South,65.96
Mustard,1.82,Low,Mid,East,71.92
Cotton,0.6,High,Mid,North,18.36
Wheat,1.23,Medium,Initial,Central,53.48
Pulses,0.68,Medium,Late,East,6.26
Cotton,4.04,Medium,Mid,East,183.35
Mustard,0.4,High,Mid,West,10.78
Maize,2.25,Low,Mid,East,129.35
Sugarcane,0.31,Medium,Mid,East,21.81
Mustard,3.51,Medium,Mid,South,103.55
Maize,0.45,Low,Late,West,10.79
Rice,1.14,Medium,Mid,Central,70.5
Wheat,0.32,Medium,Mid,North,14.62
Pulses,0.39,Low,Initial,Central,6.59
Cotton,1.87,Low,Late,West,33.2
Cotton,2.05,High,Initial,South,62.22
Wheat,1.18,Low,Initial,North,57.96
Pulses,1.68,High,Initial,Central,22.17
Wheat,2.08,Low,Mid,North,141.42
Rice,0.62,High,Late,North,17.81
Maize,0.38,High,Mid,North,16.09
Mustard,0.99,High,Initial,East,20.22
Cotton,0.67,High,Initial,West,16.7
Rice,1.31,Medium,Mid,West,92.22
Maize,1.47,Medium,Initial,South,48.06
Rice,0.62,Medium,Mid,Central,36.02
Pulses,1.64,Low,Mid,South,34.0
Cotton,1.58,Low,Late,Central,32.54
Mustard,1.66,High,Mid,North,48.72
Wheat,0.75,Medium,Initial,Central,27.62
Wheat,1.73,Medium,Late,Central,41.56
Maize,1.44,High,Mid,North,59.42
Mustard,1.57,Medium,Late,South,19.17
Sugarcane,3.24,Medium,Initial,Central,224.02
Pulses,1.26,High,Mid,South,18.69
Maize,0.65,Low,Late,South,15.99
Sugarcane,0.46,Medium,Initial,West,25.77
Rice,2.2,High,Mid,North,113.58
Pulses,1.28,High,Initial,North,13.72
Rice,3.22,High,Mid,East,191.0
Mustard,0.24,Medium,Late,South,3.66
Cotton,1.89,High,Mid,East,77.58
Pulses,0.83,Low,Late,North,8.0
Sugarcane,0.78,Low,Mid,North,70.26
Cotton,0.59,Medium,Late,East,10.24
Wheat,1.88,Medium,Mid,North,106.33
Sugarcane,1.54,Medium,Initial,North,98.74
Maize,0.45,Medium,Mid,West,21.21
Wheat,1.12,Low,Mid,Central,68.55
Wheat,1.64,Medium,Late,West,42.63
Maize,1.13,High,Mid,Central,46.06
Pulses,2.17,Medium,Mid,West,43.02
Wheat,0.82,Low,Late,West,22.25
Mustard,0.21,Medium,Late,South,2.73
Sugarcane,1.14,Medium,Mid,East,86.76
Cotton,1.13,Medium,Late,West,19.51
Wheat,1.24,Medium,Mid,South,69.11
Sugarcane,2.17,Medium,Initial,West,127.63
Rice,0.25,High,Initial,East,11.75
Sugarcane,0.85,Low,Late,South,32.87
Cotton,0.52,Medium,Initial,Central,16.47
Sugarcane,0.43,Medium,Mid,East,30.9
Maize,0.95,Medium,Late,North,22.08
Cotton,1.63,Low,Initial,South,56.47
Pulses,1.23,Low,Late,North,13.15
Rice,0.62,Medium,Late,South,18.15
Maize,0.9,High,Late,Central,17.2
Pulses,1.92,Medium,Initial,South,29.53
Sugarcane,1.61,Medium,Initial,West,102.57
Cotton,0.68,High,Late,North,11.44
Rice,0.65,Low,Initial,North,33.42
Maize,0.3,High,Mid,South,12.97
Pulses,0.74,Medium,Mid,West,13.58
Pulses,0.3,Medium,Initial,West,3.41
Rice,4.25,High,Late,South,114.07
Mustard,0.55,High,Mid,East,13.27
Sugarcane,2.17,High,Initial,Central,102.28
Rice,3.57,Low,Initial,South,141.0
Pulses,1.16,High,Initial,West,14.07
Wheat,0.93,High,Initial,Central,28.1
Maize,0.4,Medium,Mid,South,18.23
Rice,0.7,Low,Initial,Central,43.33
Mustard,3.07,Low,Mid,East,115.74
Pulses,1.28,High,Late,West,7.91
Sugarcane,1.02,Medium,Mid,East,70.87
Pulses,2.51,Medium,Initial,East,35.39
Sugarcane,1.63,Medium,Late,West,61.72
Rice,0.9,Medium,Initial,East,48.22
Sugarcane,1.16,Medium,Late,South,48.38
Cotton,0.58,Medium,Mid,South,21.67
Cotton,0.68,High,Mid,Central,20.38
Cotton,0.87,Medium,Mid,South,35.42
Mustard,1.48,High,Mid,South,39.58
Mustard,0.42,Medium,Late,Central,5.9
Wheat,1.05,Low,Late,North,26.94
Mustard,0.76,Medium,Mid,West,17.09
Rice,0.53,Medium,Mid,South,29.55
Pulses,0.76,Low,Late,Central,7.49
Pulses,0.2,High,Mid,East,3.21
Wheat,0.59,Medium,Late,East,15.79
Mustard,0.46,Low,Mid,South,17.01
Sugarcane,0.82,Low,Mid,West,79.74
Wheat,0.2,Medium,Initial,Central,9.26
Sugarcane,1.14,High,Initial,Central,61.94
Sugarcane,1.89,Medium,Mid,Central,155.05
Maize,0.92,Medium,Mid,Central,32.66
Pulses,1.42,Medium,Mid,Central,24.08
Cotton,0.7,Medium,Mid,West,25.76
Mustard,0.34,Low,Mid,Central,12.19
Sugarcane,1.0,Low,Late,West,36.47
Maize,1.61,Medium,Initial,West,65.76
Pulses,0.4,Low,Mid,West,7.25
Cotton,0.72,Low,Initial,East,29.62
Sugarcane,0.84,High,Mid,North,52.35
Sugarcane,7.36,Low,Initial,South,490.98
Wheat,1.17,High,Mid,East,51.02
Wheat,0.26,High,Mid,North,11.49
Pulses,0.22,Medium,Initial,East,3.54
Cotton,1.67,Medium,Mid,West,63.37
Sugarcane,5.69,Low,Late,West,221.79
Pulses,0.82,Medium,Initial,Central,10.75
Pulses,0.79,Medium,Mid,West,13.4
Rice,1.35,Medium,Mid,East,88.76
Mustard,0.57,Low,Initial,South,15.45
Wheat,0.2,High,Initial,West,6.82
Cotton,2.07,Low,Initial,North,82.48
Sugarcane,0.65,Medium,Mid,East,55.26
Pulses,2.09,Medium,Initial,North,25.84
Sugarcane,0.59,Low,Initial,Central,42.59
Rice,1.09,Medium,Initial,Central,50.99
Cotton,1.82,High,Mid,South,64.57
Pulses,2.12,High,Mid,East,33.35
Sugarcane,1.18,High,Mid,South,88.4
Wheat,1.14,Medium,Mid,North,56.85
Mustard,1.54,Medium,Mid,South,46.72
Rice,1.38,Low,Initial,North,69.69
Cotton,0.41,Medium,Mid,South,16.01
Rice,0.41,Low,Mid,Central,25.42
Wheat,0.23,Medium,Mid,East,12.99
Cotton,1.71,Medium,Mid,South,67.5
Rice,0.76,Medium,Mid,North,48.5
Maize,1.78,Medium,Initial,East,75.22
Wheat,1.33,High,Initial,Central,48.91
Wheat,0.5,Medium,Mid,Central,23.59
Wheat,0.92,High,Mid,West,38.65
Maize,0.73,High,Initial,East,24.08
Maize,0.65,Medium,Late,South,13.61
Sugarcane,1.9,Medium,Mid,Central,152.06
Pulses,5.8,Low,Initial,South,106.31
Mustard,2.18,High,Mid,South,57.89
Rice,0.98,Medium,Initial,North,49.92
Sugarcane,2.41,High,Mid,South,130.21
Rice,3.32,Medium,Mid,West,217.82
Mustard,0.38,High,Initial,East,10.3
Pulses,2.36,High,Late,East,18.55
Maize,1.71,Medium,Mid,North,81.1
Pulses,2.3,Medium,Initial,West,38.31
Maize,1.77,Medium,Mid,West,85.08
Mustard,0.85,Medium,Initial,East,21.96
Pulses,4.15,Low,Late,West,36.04
Sugarcane,1.27,High,Initial,Central,66.59
Cotton,0.74,Medium,Mid,South,22.7
Sugarcane,1.43,High,Initial,South,80.67
Rice,1.98,High,Initial,East,81.42
Sugarcane,1.07,Medium,Mid,East,86.63
Mustard,1.32,High,Mid,West,35.13
Wheat,1.06,Medium,Mid,North,55.06
Rice,0.63,High,Mid,East,35.32
Pulses,0.56,Medium,Mid,East,11.57
Rice,0.37,Medium,Initial,East,19.48
Cotton,2.89,Medium,Initial,West,87.07
Maize,0.86,Medium,Mid,Central,42.23
Pulses,0.2,Medium,Mid,East,3.75
Rice,1.32,Medium,Late,Central,34.22
Pulses,1.3,Medium,Initial,West,18.03
Pulses,0.27,High,Mid,North,4.43
Pulses,0.56,Medium,Initial,South,7.73
Maize,0.54,Medium,Late,South,11.18
Mustard,0.59,Medium,Late,South,7.93
Sugarcane,2.34,High,Initial,South,130.65
Pulses,0.9,High,Mid,West,11.9
Wheat,0.74,Medium,Mid,South,36.04
Mustard,2.19,Low,Initial,West,50.32
Cotton,1.41,Medium,Mid,North,57.48
Maize,0.3,Medium,Mid,East,16.21
Rice,0.65,High,Initial,East,31.26
Maize,1.25,Medium,Mid,East,73.05
Rice,0.52,High,Initial,West,19.56
Maize,4.14,Medium,Mid,West,203.75
Rice,1.08,High,Late,West,23.98
Pulses,0.59,Low,Mid,North,14.23
Sugarcane,0.46,High,Initial,Central,27.86
Rice,1.91,High,Initial,West,78.63
Rice,0.64,High,Mid,West,30.96
Wheat,1.3,Low,Initial,East,42.11
Rice,0.45,Low,Mid,South,27.16
Wheat,1.05,Medium,Initial,South,35.23
Cotton,0.64,Low,Mid,North,25.53
Pulses,0.8,Low,Late,South,8.59
Wheat,0.57,Low,Late,Central,13.9
Sugarcane,2.05,Medium,Initial,East,117.77
Mustard,0.71,Medium,Mid,North,20.28
Pulses,0.9,Low,Initial,South,17.98
Wheat,0.94,Low,Mid,South,56.58
Pulses,3.09,Medium,Initial,East,48.53
Pulses,1.86,Medium,Mid,North,34.16
Pulses,1.74,Low,Mid,East,29.44
Cotton,0.33,Medium,Late,North,6.88
Sugarcane,0.63,High,Mid,South,44.33
Maize,2.3,High,Mid,East,97.42
Maize,0.44,High,Late,East,9.88
Wheat,1.06,High,Initial,Central,36.92
Pulses,0.47,Medium,Late,East,3.82
Wheat,0.51,Medium,Mid,North,26.53
Cotton,3.24,Medium,Late,Central,65.31
Cotton,1.65,Medium,Initial,East,57.48
Rice,1.99,Medium,Initial,East,102.24
Cotton,1.73,Medium,Mid,Central,63.35
Rice,0.91,Medium,Late,South,23.97
Sugarcane,0.62,Low,Initial,East,40.75
Wheat,0.75,High,Initial,West,29.17
Mustard,0.87,Low,Initial,South,20.34
Sugarcane,3.47,Medium,Late,East,147.62
Cotton,0.39,Low,Mid,South,20.22
Sugarcane,0.68,Medium,Initial,North,38.83
Sugarcane,0.53,Low,Initial,South,35.91
Sugarcane,2.1,High,Mid,Central,135.32
Cotton,3.66,Medium,Initial,East,122.68
Mustard,1.24,Medium,Mid,South,43.73
Pulses,1.31,Medium,Mid,West,25.68
Sugarcane,1.07,Medium,Mid,North,82.61
Rice,1.36,High,Late,North,36.38
Cotton,1.72,Medium,Mid,South,76.18
Sugarcane,1.35,Medium,Initial,Central,84.1
Mustard,1.42,High,Mid,North,37.93
Pulses,1.72,High,Initial,South,23.16
Cotton,0.29,Medium,Late,South,5.62
Maize,1.0,Low,Initial,North,49.77
Pulses,1.24,Medium,Late,South,12.22
Rice,1.34,Medium,Initial,South,67.78
Sugarcane,0.89,Medium,Initial,West,55.99
Mustard,1.12,High,Mid,South,33.35
Maize,0.6,Medium,Late,South,15.61
Mustard,0.29,High,Late,Central,3.26
Maize,1.99,Low,Initial,North,86.33
Cotton,0.45,Low,Initial,Central,14.85
Maize,0.89,Medium,Mid,East,46.67
Rice,0.59,High,Initial,Central,27.11
Rice,3.04,High,Mid,East,150.15
Wheat,0.95,Medium,Mid,East,58.0
Rice,0.8,Medium,Mid,Central,48.88
Pulses,1.69,Medium,Mid,West,27.9
Maize,4.52,High,Mid,Central,214.0
Rice,1.33,High,Late,North,29.64
Cotton,0.77,Medium,Initial,Central,21.0
Mustard,1.63,Medium,Initial,West,41.58
Mustard,0.33,Low,Mid,Central,12.01
Wheat,1.03,Medium,Initial,West,47.13
Mustard,4.04,Medium,Initial,North,107.17
Maize,1.12,Low,Late,South,22.85
Wheat,1.08,High,Mid,West,54.33
Maize,1.01,Medium,Mid,West,57.97
Cotton,0.76,High,Mid,West,27.93
Wheat,1.25,Medium,Initial,North,57.96
Sugarcane,1.72,Medium,Late,East,61.62
Pulses,0.79,Medium,Initial,West,10.25
Pulses,0.2,Low,Mid,North,4.23
Maize,1.39,Medium,Mid,South,73.38
Mustard,4.45,Medium,Mid,West,148.18
Sugarcane,0.77,Low,Mid,East,69.82
Wheat,0.36,Medium,Late,North,8.11
Sugarcane,1.61,Low,Mid,South,124.82
Sugarcane,3.39,Medium,Initial,East,231.9
Mustard,1.45,Low,Mid,South,49.42
Wheat,3.34,Medium,Late,East,79.41
Cotton,1.74,High,Mid,Central,71.07
Mustard,1.64,Medium,Mid,Central,55.3
Sugarcane,0.7,High,Mid,Central,49.95
Sugarcane,1.22,Medium,Initial,South,81.65
Cotton,0.98,Medium,Initial,Central,35.59
Sugarcane,0.96,Low,Late,North,33.19
Sugarcane,0.84,High,Mid,North,54.38
Sugarcane,1.17,High,Initial,Central,61.87
Pulses,0.4,Medium,Late,East,2.97
Mustard,1.77,Low,Mid,East,63.49
Rice,0.54,Medium,Mid,South,28.22
Mustard,0.84,Medium,Initial,East,22.91
Cotton,1.26,Medium,Late,West,20.87
Sugarcane,0.52,Medium,Mid,East,44.04
Mustard,0.25,Low,Mid,North,9.19
Pulses,0.76,High,Initial,East,9.8
Cotton,0.37,Medium,Initial,South,8.55
Maize,1.65,Low,Initial,East,77.7
Mustard,0.45,Medium,Late,South,5.95
Maize,2.83,Low,Initial,West,126.4
